actions,discount_factor,mc_rewards,next_obs,obs,rewards,terminal_discounts,terminal_obs,terminals
20,0.95,-0.1,"[8, 21, 20]","[8, 21, -1]",-0.1,0.95,"[8, 21, 20]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 4, 8]",False
4,0.95,-0.095,"[19, 4, -1]","[19, -1, -1]",0.0,0.9025,"[19, 4, 8]",False
8,0.95,-0.1,"[19, 4, 8]","[19, 4, -1]",-0.1,0.95,"[19, 4, 8]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 6, 4]",False
6,0.95,-0.095,"[18, 6, -1]","[18, -1, -1]",0.0,0.9025,"[18, 6, 4]",False
4,0.95,-0.1,"[18, 6, 4]","[18, 6, -1]",-0.1,0.95,"[18, 6, 4]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 20, 13]",False
20,0.95,-0.095,"[12, 20, -1]","[12, -1, -1]",0.0,0.9025,"[12, 20, 13]",False
13,0.95,-0.1,"[12, 20, 13]","[12, 20, -1]",-0.1,0.95,"[12, 20, 13]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 0, 15]",False
0,0.95,-0.095,"[12, 0, -1]","[12, -1, -1]",0.0,0.9025,"[12, 0, 15]",False
15,0.95,-0.1,"[12, 0, 15]","[12, 0, -1]",-0.1,0.95,"[12, 0, 15]",True
25,0.95,-0.09025,"[25, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[25, 0, 13]",False
0,0.95,-0.095,"[25, 0, -1]","[25, -1, -1]",0.0,0.9025,"[25, 0, 13]",False
13,0.95,-0.1,"[25, 0, 13]","[25, 0, -1]",-0.1,0.95,"[25, 0, 13]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 14, 19]",False
14,0.95,-0.095,"[19, 14, -1]","[19, -1, -1]",0.0,0.9025,"[19, 14, 19]",False
19,0.95,-0.1,"[19, 14, 19]","[19, 14, -1]",-0.1,0.95,"[19, 14, 19]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 4, 6]",False
4,0.95,-0.095,"[15, 4, -1]","[15, -1, -1]",0.0,0.9025,"[15, 4, 6]",False
6,0.95,-0.1,"[15, 4, 6]","[15, 4, -1]",-0.1,0.95,"[15, 4, 6]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 19, 20]",False
19,0.95,-0.095,"[18, 19, -1]","[18, -1, -1]",0.0,0.9025,"[18, 19, 20]",False
20,0.95,-0.1,"[18, 19, 20]","[18, 19, -1]",-0.1,0.95,"[18, 19, 20]",True
20,0.95,-0.09025,"[20, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[20, 13, 6]",False
13,0.95,-0.095,"[20, 13, -1]","[20, -1, -1]",0.0,0.9025,"[20, 13, 6]",False
6,0.95,-0.1,"[20, 13, 6]","[20, 13, -1]",-0.1,0.95,"[20, 13, 6]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 14, 19]",False
14,0.95,-0.095,"[18, 14, -1]","[18, -1, -1]",0.0,0.9025,"[18, 14, 19]",False
19,0.95,-0.1,"[18, 14, 19]","[18, 14, -1]",-0.1,0.95,"[18, 14, 19]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 20, 6]",False
20,0.95,-0.095,"[18, 20, -1]","[18, -1, -1]",0.0,0.9025,"[18, 20, 6]",False
6,0.95,-0.1,"[18, 20, 6]","[18, 20, -1]",-0.1,0.95,"[18, 20, 6]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 0, 14]",False
0,0.95,-0.095,"[7, 0, -1]","[7, -1, -1]",0.0,0.9025,"[7, 0, 14]",False
14,0.95,-0.1,"[7, 0, 14]","[7, 0, -1]",-0.1,0.95,"[7, 0, 14]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 12, 12]",False
12,0.95,-0.095,"[0, 12, -1]","[0, -1, -1]",0.0,0.9025,"[0, 12, 12]",False
12,0.95,-0.1,"[0, 12, 12]","[0, 12, -1]",-0.1,0.95,"[0, 12, 12]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 10, 0]",False
10,0.95,-0.095,"[5, 10, -1]","[5, -1, -1]",0.0,0.9025,"[5, 10, 0]",False
0,0.95,-0.1,"[5, 10, 0]","[5, 10, -1]",-0.1,0.95,"[5, 10, 0]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 19, 3]",False
19,0.95,-0.095,"[0, 19, -1]","[0, -1, -1]",0.0,0.9025,"[0, 19, 3]",False
3,0.95,-0.1,"[0, 19, 3]","[0, 19, -1]",-0.1,0.95,"[0, 19, 3]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 12, 19]",False
12,0.95,-0.095,"[2, 12, -1]","[2, -1, -1]",0.0,0.9025,"[2, 12, 19]",False
19,0.95,-0.1,"[2, 12, 19]","[2, 12, -1]",-0.1,0.95,"[2, 12, 19]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 13, 0]",False
13,0.95,-0.095,"[3, 13, -1]","[3, -1, -1]",0.0,0.9025,"[3, 13, 0]",False
0,0.95,-0.1,"[3, 13, 0]","[3, 13, -1]",-0.1,0.95,"[3, 13, 0]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 13, 7]",False
13,0.95,-0.095,"[0, 13, -1]","[0, -1, -1]",0.0,0.9025,"[0, 13, 7]",False
7,0.95,-0.1,"[0, 13, 7]","[0, 13, -1]",-0.1,0.95,"[0, 13, 7]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 15, 21]",False
15,0.95,-0.095,"[13, 15, -1]","[13, -1, -1]",0.0,0.9025,"[13, 15, 21]",False
21,0.95,-0.1,"[13, 15, 21]","[13, 15, -1]",-0.1,0.95,"[13, 15, 21]",True
11,0.95,0.095,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 4, 19]",False
4,0.95,0.1,"[11, 4, -1]","[11, -1, -1]",0.1,0.9025,"[11, 4, 19]",False
19,0.95,0.0,"[11, 4, 19]","[11, 4, -1]",0.0,0.95,"[11, 4, 19]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 11, 0]",False
11,0.95,-0.095,"[4, 11, -1]","[4, -1, -1]",0.0,0.9025,"[4, 11, 0]",False
0,0.95,-0.1,"[4, 11, 0]","[4, 11, -1]",-0.1,0.95,"[4, 11, 0]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 24, 19]",False
24,0.95,-0.095,"[0, 24, -1]","[0, -1, -1]",0.0,0.9025,"[0, 24, 19]",False
19,0.95,-0.1,"[0, 24, 19]","[0, 24, -1]",-0.1,0.95,"[0, 24, 19]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 6, 4]",False
6,0.95,-0.095,"[15, 6, -1]","[15, -1, -1]",0.0,0.9025,"[15, 6, 4]",False
4,0.95,-0.1,"[15, 6, 4]","[15, 6, -1]",-0.1,0.95,"[15, 6, 4]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 2, 8]",False
2,0.95,-0.095,"[2, 2, -1]","[2, -1, -1]",0.0,0.9025,"[2, 2, 8]",False
8,0.95,-0.1,"[2, 2, 8]","[2, 2, -1]",-0.1,0.95,"[2, 2, 8]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 14, 7]",False
14,0.95,-0.095,"[15, 14, -1]","[15, -1, -1]",0.0,0.9025,"[15, 14, 7]",False
7,0.95,-0.1,"[15, 14, 7]","[15, 14, -1]",-0.1,0.95,"[15, 14, 7]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 14, 14]",False
14,0.95,-0.095,"[22, 14, -1]","[22, -1, -1]",0.0,0.9025,"[22, 14, 14]",False
14,0.95,-0.1,"[22, 14, 14]","[22, 14, -1]",-0.1,0.95,"[22, 14, 14]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 8, 4]",False
8,0.95,-0.095,"[13, 8, -1]","[13, -1, -1]",0.0,0.9025,"[13, 8, 4]",False
4,0.95,-0.1,"[13, 8, 4]","[13, 8, -1]",-0.1,0.95,"[13, 8, 4]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 15, 0]",False
15,0.95,-0.095,"[7, 15, -1]","[7, -1, -1]",0.0,0.9025,"[7, 15, 0]",False
0,0.95,-0.1,"[7, 15, 0]","[7, 15, -1]",-0.1,0.95,"[7, 15, 0]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 0, 1]",False
0,0.95,-0.095,"[1, 0, -1]","[1, -1, -1]",0.0,0.9025,"[1, 0, 1]",False
1,0.95,-0.1,"[1, 0, 1]","[1, 0, -1]",-0.1,0.95,"[1, 0, 1]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 14, 13]",False
14,0.95,-0.095,"[19, 14, -1]","[19, -1, -1]",0.0,0.9025,"[19, 14, 13]",False
13,0.95,-0.1,"[19, 14, 13]","[19, 14, -1]",-0.1,0.95,"[19, 14, 13]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 10, 8]",False
10,0.95,-0.095,"[1, 10, -1]","[1, -1, -1]",0.0,0.9025,"[1, 10, 8]",False
8,0.95,-0.1,"[1, 10, 8]","[1, 10, -1]",-0.1,0.95,"[1, 10, 8]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 8, 6]",False
8,0.95,-0.095,"[3, 8, -1]","[3, -1, -1]",0.0,0.9025,"[3, 8, 6]",False
6,0.95,-0.1,"[3, 8, 6]","[3, 8, -1]",-0.1,0.95,"[3, 8, 6]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 14, 1]",False
14,0.95,-0.095,"[13, 14, -1]","[13, -1, -1]",0.0,0.9025,"[13, 14, 1]",False
1,0.95,-0.1,"[13, 14, 1]","[13, 14, -1]",-0.1,0.95,"[13, 14, 1]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 14, 13]",False
14,0.95,-0.095,"[7, 14, -1]","[7, -1, -1]",0.0,0.9025,"[7, 14, 13]",False
13,0.95,-0.1,"[7, 14, 13]","[7, 14, -1]",-0.1,0.95,"[7, 14, 13]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 14, 4]",False
14,0.95,-0.095,"[19, 14, -1]","[19, -1, -1]",0.0,0.9025,"[19, 14, 4]",False
4,0.95,-0.1,"[19, 14, 4]","[19, 14, -1]",-0.1,0.95,"[19, 14, 4]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 17, 0]",False
17,0.95,-0.095,"[0, 17, -1]","[0, -1, -1]",0.0,0.9025,"[0, 17, 0]",False
0,0.95,-0.1,"[0, 17, 0]","[0, 17, -1]",-0.1,0.95,"[0, 17, 0]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 20, 12]",False
20,0.95,-0.095,"[12, 20, -1]","[12, -1, -1]",0.0,0.9025,"[12, 20, 12]",False
12,0.95,-0.1,"[12, 20, 12]","[12, 20, -1]",-0.1,0.95,"[12, 20, 12]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 14, 13]",False
14,0.95,-0.095,"[7, 14, -1]","[7, -1, -1]",0.0,0.9025,"[7, 14, 13]",False
13,0.95,-0.1,"[7, 14, 13]","[7, 14, -1]",-0.1,0.95,"[7, 14, 13]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 20, 6]",False
20,0.95,-0.095,"[11, 20, -1]","[11, -1, -1]",0.0,0.9025,"[11, 20, 6]",False
6,0.95,-0.1,"[11, 20, 6]","[11, 20, -1]",-0.1,0.95,"[11, 20, 6]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 22, 4]",False
22,0.95,-0.095,"[22, 22, -1]","[22, -1, -1]",0.0,0.9025,"[22, 22, 4]",False
4,0.95,-0.1,"[22, 22, 4]","[22, 22, -1]",-0.1,0.95,"[22, 22, 4]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 1, 0]",False
1,0.95,-0.095,"[0, 1, -1]","[0, -1, -1]",0.0,0.9025,"[0, 1, 0]",False
0,0.95,-0.1,"[0, 1, 0]","[0, 1, -1]",-0.1,0.95,"[0, 1, 0]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 14, 1]",False
14,0.95,-0.095,"[1, 14, -1]","[1, -1, -1]",0.0,0.9025,"[1, 14, 1]",False
1,0.95,-0.1,"[1, 14, 1]","[1, 14, -1]",-0.1,0.95,"[1, 14, 1]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 18, 0]",False
18,0.95,-0.095,"[6, 18, -1]","[6, -1, -1]",0.0,0.9025,"[6, 18, 0]",False
0,0.95,-0.1,"[6, 18, 0]","[6, 18, -1]",-0.1,0.95,"[6, 18, 0]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 4, 3]",False
4,0.95,-0.095,"[18, 4, -1]","[18, -1, -1]",0.0,0.9025,"[18, 4, 3]",False
3,0.95,-0.1,"[18, 4, 3]","[18, 4, -1]",-0.1,0.95,"[18, 4, 3]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 13, 17]",False
13,0.95,-0.095,"[15, 13, -1]","[15, -1, -1]",0.0,0.9025,"[15, 13, 17]",False
17,0.95,-0.1,"[15, 13, 17]","[15, 13, -1]",-0.1,0.95,"[15, 13, 17]",True
16,0.95,-0.09025,"[16, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[16, 20, 4]",False
20,0.95,-0.095,"[16, 20, -1]","[16, -1, -1]",0.0,0.9025,"[16, 20, 4]",False
4,0.95,-0.1,"[16, 20, 4]","[16, 20, -1]",-0.1,0.95,"[16, 20, 4]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 14, 22]",False
14,0.95,-0.095,"[3, 14, -1]","[3, -1, -1]",0.0,0.9025,"[3, 14, 22]",False
22,0.95,-0.1,"[3, 14, 22]","[3, 14, -1]",-0.1,0.95,"[3, 14, 22]",True
25,0.95,-0.09025,"[25, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[25, 4, 8]",False
4,0.95,-0.095,"[25, 4, -1]","[25, -1, -1]",0.0,0.9025,"[25, 4, 8]",False
8,0.95,-0.1,"[25, 4, 8]","[25, 4, -1]",-0.1,0.95,"[25, 4, 8]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 4, 23]",False
4,0.95,-0.095,"[17, 4, -1]","[17, -1, -1]",0.0,0.9025,"[17, 4, 23]",False
23,0.95,-0.1,"[17, 4, 23]","[17, 4, -1]",-0.1,0.95,"[17, 4, 23]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 8, 15]",False
8,0.95,-0.095,"[19, 8, -1]","[19, -1, -1]",0.0,0.9025,"[19, 8, 15]",False
15,0.95,-0.1,"[19, 8, 15]","[19, 8, -1]",-0.1,0.95,"[19, 8, 15]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 0, 23]",False
0,0.95,-0.095,"[17, 0, -1]","[17, -1, -1]",0.0,0.9025,"[17, 0, 23]",False
23,0.95,-0.1,"[17, 0, 23]","[17, 0, -1]",-0.1,0.95,"[17, 0, 23]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 15, 6]",False
15,0.95,-0.095,"[11, 15, -1]","[11, -1, -1]",0.0,0.9025,"[11, 15, 6]",False
6,0.95,-0.1,"[11, 15, 6]","[11, 15, -1]",-0.1,0.95,"[11, 15, 6]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 7, 0]",False
7,0.95,-0.095,"[19, 7, -1]","[19, -1, -1]",0.0,0.9025,"[19, 7, 0]",False
0,0.95,-0.1,"[19, 7, 0]","[19, 7, -1]",-0.1,0.95,"[19, 7, 0]",True
20,0.95,-0.09025,"[20, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[20, 3, 3]",False
3,0.95,-0.095,"[20, 3, -1]","[20, -1, -1]",0.0,0.9025,"[20, 3, 3]",False
3,0.95,-0.1,"[20, 3, 3]","[20, 3, -1]",-0.1,0.95,"[20, 3, 3]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 22, 8]",False
22,0.95,-0.095,"[22, 22, -1]","[22, -1, -1]",0.0,0.9025,"[22, 22, 8]",False
8,0.95,-0.1,"[22, 22, 8]","[22, 22, -1]",-0.1,0.95,"[22, 22, 8]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 8, 4]",False
8,0.95,-0.095,"[13, 8, -1]","[13, -1, -1]",0.0,0.9025,"[13, 8, 4]",False
4,0.95,-0.1,"[13, 8, 4]","[13, 8, -1]",-0.1,0.95,"[13, 8, 4]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 14, 19]",False
14,0.95,-0.095,"[6, 14, -1]","[6, -1, -1]",0.0,0.9025,"[6, 14, 19]",False
19,0.95,-0.1,"[6, 14, 19]","[6, 14, -1]",-0.1,0.95,"[6, 14, 19]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 19, 0]",False
19,0.95,-0.095,"[18, 19, -1]","[18, -1, -1]",0.0,0.9025,"[18, 19, 0]",False
0,0.95,-0.1,"[18, 19, 0]","[18, 19, -1]",-0.1,0.95,"[18, 19, 0]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 0, 13]",False
0,0.95,-0.095,"[10, 0, -1]","[10, -1, -1]",0.0,0.9025,"[10, 0, 13]",False
13,0.95,-0.1,"[10, 0, 13]","[10, 0, -1]",-0.1,0.95,"[10, 0, 13]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 19, 3]",False
19,0.95,-0.095,"[8, 19, -1]","[8, -1, -1]",0.0,0.9025,"[8, 19, 3]",False
3,0.95,-0.1,"[8, 19, 3]","[8, 19, -1]",-0.1,0.95,"[8, 19, 3]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 0, 19]",False
0,0.95,-0.095,"[1, 0, -1]","[1, -1, -1]",0.0,0.9025,"[1, 0, 19]",False
19,0.95,-0.1,"[1, 0, 19]","[1, 0, -1]",-0.1,0.95,"[1, 0, 19]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 0, 3]",False
0,0.95,-0.095,"[13, 0, -1]","[13, -1, -1]",0.0,0.9025,"[13, 0, 3]",False
3,0.95,-0.1,"[13, 0, 3]","[13, 0, -1]",-0.1,0.95,"[13, 0, 3]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 0, 20]",False
0,0.95,-0.095,"[15, 0, -1]","[15, -1, -1]",0.0,0.9025,"[15, 0, 20]",False
20,0.95,-0.1,"[15, 0, 20]","[15, 0, -1]",-0.1,0.95,"[15, 0, 20]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 0, 3]",False
0,0.95,-0.095,"[15, 0, -1]","[15, -1, -1]",0.0,0.9025,"[15, 0, 3]",False
3,0.95,-0.1,"[15, 0, 3]","[15, 0, -1]",-0.1,0.95,"[15, 0, 3]",True
24,0.95,-0.09025,"[24, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[24, 4, 8]",False
4,0.95,-0.095,"[24, 4, -1]","[24, -1, -1]",0.0,0.9025,"[24, 4, 8]",False
8,0.95,-0.1,"[24, 4, 8]","[24, 4, -1]",-0.1,0.95,"[24, 4, 8]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 21, 20]",False
21,0.95,-0.095,"[18, 21, -1]","[18, -1, -1]",0.0,0.9025,"[18, 21, 20]",False
20,0.95,-0.1,"[18, 21, 20]","[18, 21, -1]",-0.1,0.95,"[18, 21, 20]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 4, 1]",False
4,0.95,-0.095,"[17, 4, -1]","[17, -1, -1]",0.0,0.9025,"[17, 4, 1]",False
1,0.95,-0.1,"[17, 4, 1]","[17, 4, -1]",-0.1,0.95,"[17, 4, 1]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 8, 8]",False
8,0.95,-0.095,"[17, 8, -1]","[17, -1, -1]",0.0,0.9025,"[17, 8, 8]",False
8,0.95,-0.1,"[17, 8, 8]","[17, 8, -1]",-0.1,0.95,"[17, 8, 8]",True
20,0.95,-0.09025,"[20, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[20, 6, 11]",False
6,0.95,-0.095,"[20, 6, -1]","[20, -1, -1]",0.0,0.9025,"[20, 6, 11]",False
11,0.95,-0.1,"[20, 6, 11]","[20, 6, -1]",-0.1,0.95,"[20, 6, 11]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 12, 0]",False
12,0.95,-0.095,"[0, 12, -1]","[0, -1, -1]",0.0,0.9025,"[0, 12, 0]",False
0,0.95,-0.1,"[0, 12, 0]","[0, 12, -1]",-0.1,0.95,"[0, 12, 0]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 0, 17]",False
0,0.95,-0.095,"[1, 0, -1]","[1, -1, -1]",0.0,0.9025,"[1, 0, 17]",False
17,0.95,-0.1,"[1, 0, 17]","[1, 0, -1]",-0.1,0.95,"[1, 0, 17]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 8, 23]",False
8,0.95,-0.095,"[17, 8, -1]","[17, -1, -1]",0.0,0.9025,"[17, 8, 23]",False
23,0.95,-0.1,"[17, 8, 23]","[17, 8, -1]",-0.1,0.95,"[17, 8, 23]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 4, 22]",False
4,0.95,-0.095,"[7, 4, -1]","[7, -1, -1]",0.0,0.9025,"[7, 4, 22]",False
22,0.95,-0.1,"[7, 4, 22]","[7, 4, -1]",-0.1,0.95,"[7, 4, 22]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 24, 0]",False
24,0.95,-0.095,"[4, 24, -1]","[4, -1, -1]",0.0,0.9025,"[4, 24, 0]",False
0,0.95,-0.1,"[4, 24, 0]","[4, 24, -1]",-0.1,0.95,"[4, 24, 0]",True
23,0.95,-0.09025,"[23, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[23, 4, 22]",False
4,0.95,-0.095,"[23, 4, -1]","[23, -1, -1]",0.0,0.9025,"[23, 4, 22]",False
22,0.95,-0.1,"[23, 4, 22]","[23, 4, -1]",-0.1,0.95,"[23, 4, 22]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 24, 0]",False
24,0.95,-0.095,"[11, 24, -1]","[11, -1, -1]",0.0,0.9025,"[11, 24, 0]",False
0,0.95,-0.1,"[11, 24, 0]","[11, 24, -1]",-0.1,0.95,"[11, 24, 0]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 20, 11]",False
20,0.95,-0.095,"[11, 20, -1]","[11, -1, -1]",0.0,0.9025,"[11, 20, 11]",False
11,0.95,-0.1,"[11, 20, 11]","[11, 20, -1]",-0.1,0.95,"[11, 20, 11]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 14, 13]",False
14,0.95,-0.095,"[13, 14, -1]","[13, -1, -1]",0.0,0.9025,"[13, 14, 13]",False
13,0.95,-0.1,"[13, 14, 13]","[13, 14, -1]",-0.1,0.95,"[13, 14, 13]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 14, 23]",False
14,0.95,-0.095,"[13, 14, -1]","[13, -1, -1]",0.0,0.9025,"[13, 14, 23]",False
23,0.95,-0.1,"[13, 14, 23]","[13, 14, -1]",-0.1,0.95,"[13, 14, 23]",True
0,0.95,0.095,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 7, 20]",False
7,0.95,0.1,"[0, 7, -1]","[0, -1, -1]",0.1,0.9025,"[0, 7, 20]",False
20,0.95,0.0,"[0, 7, 20]","[0, 7, -1]",0.0,0.95,"[0, 7, 20]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 8, 13]",False
8,0.95,-0.095,"[19, 8, -1]","[19, -1, -1]",0.0,0.9025,"[19, 8, 13]",False
13,0.95,-0.1,"[19, 8, 13]","[19, 8, -1]",-0.1,0.95,"[19, 8, 13]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 1, 6]",False
1,0.95,-0.095,"[5, 1, -1]","[5, -1, -1]",0.0,0.9025,"[5, 1, 6]",False
6,0.95,-0.1,"[5, 1, 6]","[5, 1, -1]",-0.1,0.95,"[5, 1, 6]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 14, 1]",False
14,0.95,-0.095,"[6, 14, -1]","[6, -1, -1]",0.0,0.9025,"[6, 14, 1]",False
